"Media And Storage Devices",Label,"Asset Name(s)","Threat Agent","Threat Action",Vulnerability,Control,Global,Media
"Storage Area Network",,"Another Two","Users with Malicious Intent","Social Engineering","Overly-trusting employees","Employee supervision",TBD,TBD
"Backup Media",text,"My Asset by Max#|#Testing with XLSX",Burglar/Thief,"Theft of storage media","Vulnerabilities in media handling","Encryption of backup media",TBD,TBD
"Backup Media",text,"My Asset by Max#|#Testing with XLSX","Careless IT personnel","Loss of storage media","Vulnerabilities in media handling","Encryption of backup media",TBD,TBD
"Digital Camera",,"Another Two",Burglar/Thief,"Theft of equipment","Vulnerabilities in media handling","Encryption of backup media",TBD,TBD
Pager,,"Another Two",Burglar/Thief,"Theft of equipment","Vulnerabilities in media handling","Encryption of backup media",TBD,TBD
Tablet,,"Another Two#|#RIS",Burglar/Thief,"Theft of equipment","Vulnerabilities in media handling","Encryption of backup media",TBD,TBD
"USB key / flash drive",Corporate,"Another Two",Burglar/Thief,"Theft of equipment","Vulnerabilities in media handling","Encryption of backup media",TBD,TBD
"USB key / flash drive",BYOD,"Claims System",Burglar/Thief,"Theft of equipment","Vulnerabilities in media handling","Encryption of backup media",TBD,TBD
"USB key / flash drive",lala,"EDI Gateway",Burglar/Thief,"Theft of equipment","Vulnerabilities in media handling","Encryption of backup media",TBD,TBD
"USB key / flash drive","nuevo label","Electronic Medical Records System",Burglar/Thief,"Theft of equipment","Vulnerabilities in media handling","Encryption of backup media",TBD,TBD
"Digital Camera",,"Another Two","Careless IT personnel","Loss of equipment","Vulnerabilities in media handling","Encryption of device",TBD,TBD
"Disk Array",,"Another Two",Entropy,"Hardware failure","Vulnerabilities related to hardware","Encryption of device",TBD,TBD
Pager,,"Another Two","Careless IT personnel","Loss of equipment","Vulnerabilities in media handling","Encryption of device",TBD,TBD
Smartphone,,"Another Two",Burglar/Thief,"Theft of equipment","Vulnerabilities in media handling","Encryption of device",TBD,TBD
Smartphone,,"Another Two","Careless IT personnel","Loss of equipment","Vulnerabilities in media handling","Encryption of device",TBD,TBD
Tablet,,"Another Two#|#RIS","Careless IT personnel","Loss of equipment","Vulnerabilities in media handling","Encryption of device",TBD,TBD
"USB key / flash drive",Corporate,"Another Two","Careless IT personnel","Loss of equipment","Vulnerabilities in media handling","Encryption of device",TBD,TBD
"USB key / flash drive",BYOD,"Claims System","Careless IT personnel","Loss of equipment","Vulnerabilities in media handling","Encryption of device",TBD,TBD
"USB key / flash drive",lala,"EDI Gateway","Careless IT personnel","Loss of equipment","Vulnerabilities in media handling","Encryption of device",TBD,TBD
"USB key / flash drive","nuevo label","Electronic Medical Records System","Careless IT personnel","Loss of equipment","Vulnerabilities in media handling","Encryption of device",TBD,TBD
"Desktop / Laptop",,"Another Two","Burglar, Thief or anyone who finds a lost device","Access to sensitive data on laptop once in possession of the laptop","Vulnerabilities related to encryption of sensitive data","Encryption of disks (full disk, file based, USB key, etc.)",TBD,TBD
Laptop,"Positive Test Shared","Another Two#|#Claims System#|#My Asset by Max#|#Testing with XLSX","Burglar, Thief or anyone who finds a lost device","Access to sensitive data once in possession of the device","Vulnerabilities related to encryption of sensitive data","Encryption of disks (full disk, file based, USB key, etc.)",TBD,TBD
Laptop,"Maxi test","EDI Gateway","Burglar, Thief or anyone who finds a lost device","Access to sensitive data once in possession of the device","Vulnerabilities related to encryption of sensitive data","Encryption of disks (full disk, file based, USB key, etc.)",TBD,TBD
Laptop,"Negative Test Shared","Electronic Medical Records System#|#Email","Burglar, Thief or anyone who finds a lost device","Access to sensitive data once in possession of the device","Vulnerabilities related to encryption of sensitive data","Encryption of disks (full disk, file based, USB key, etc.)",TBD,TBD
Laptop,,"Laboratory Information System","Burglar, Thief or anyone who finds a lost device","Access to sensitive data once in possession of the device","Vulnerabilities related to encryption of sensitive data","Encryption of disks (full disk, file based, USB key, etc.)",TBD,TBD
Laptop,,RIS,"Burglar, Thief or anyone who finds a lost device","Access to sensitive data once in possession of the device","Vulnerabilities related to encryption of sensitive data","Encryption of disks (full disk, file based, USB key, etc.)",TBD,TBD
Smartphone,,"Another Two","Burglar, Thief or anyone who finds a lost device","Access to sensitive data once in possession of the device","Vulnerabilities related to encryption of sensitive data","Encryption of disks (full disk, file based, USB key, etc.)",TBD,TBD
Tablet,,"Another Two#|#RIS","Burglar, Thief or anyone who finds a lost device","Access to sensitive data once in possession of the device","Vulnerabilities related to encryption of sensitive data","Encryption of disks (full disk, file based, USB key, etc.)",TBD,TBD
Desktop,"Claims System","Claims System#|#RIS","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Desktop,"One more","EDI Gateway","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Desktop,"Maxi Labe2","Electronic Medical Records System#|#New Desktops","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Desktop,"Desktop Negative Test - Unique","Another One#|#Email","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Desktop,"Desktop Negative Test - Shared","Another Two#|#Laboratory Information System","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
"Desktop / Laptop",,"Another Two","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
"Disk Array",,"Another Two","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Laptop,"Positive Test Shared","Another Two#|#Claims System#|#My Asset by Max#|#Testing with XLSX","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Laptop,"Maxi test","EDI Gateway","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Laptop,"Negative Test Shared","Electronic Medical Records System#|#Email","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Laptop,,"Laboratory Information System","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Laptop,,RIS,"System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Server,"Negative Test Shared","Another Two#|#Email","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Server,"Positive Test Unique","Another One#|#Unique Test2","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
"Storage Area Network",,"Another Two","System Cracker","Theft of sensitive data","Insecure Network Configuration","Encryption of network traffic",TBD,TBD
Desktop,"Claims System","Claims System#|#RIS","System Cracker","Theft of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Desktop,"Claims System","Claims System#|#RIS","Users with Malicious Intent","Malicious use of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Desktop,"One more","EDI Gateway","System Cracker","Theft of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Desktop,"One more","EDI Gateway","Users with Malicious Intent","Malicious use of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Desktop,"Maxi Labe2","Electronic Medical Records System#|#New Desktops","System Cracker","Theft of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Desktop,"Maxi Labe2","Electronic Medical Records System#|#New Desktops","Users with Malicious Intent","Malicious use of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Desktop,"Desktop Negative Test - Unique","Another One#|#Email","System Cracker","Theft of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Desktop,"Desktop Negative Test - Unique","Another One#|#Email","Users with Malicious Intent","Malicious use of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Desktop,"Desktop Negative Test - Shared","Another Two#|#Laboratory Information System","System Cracker","Theft of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Desktop,"Desktop Negative Test - Shared","Another Two#|#Laboratory Information System","Users with Malicious Intent","Malicious use of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","System Cracker","Theft of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Desktop,"Maxi Label","Testing with XLSX","Users with Malicious Intent","Malicious use of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
"Desktop / Laptop",,"Another Two","System Cracker","Theft of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
"Desktop / Laptop",,"Another Two","Users with Malicious Intent","Malicious use of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
"Disk Array",,"Another Two","System Cracker","Theft of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
"Disk Array",,"Another Two","Users with Malicious Intent","Malicious use of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","System Cracker","Theft of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
"Electronic Medical Device",,"Another Two#|#EMD#|#EMD2","Users with Malicious Intent","Malicious use of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Laptop,"Positive Test Shared","Another Two#|#Claims System#|#My Asset by Max#|#Testing with XLSX","System Cracker","Theft of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
Laptop,"Positive Test Shared","Another Two#|#Claims System#|#My Asset by Max#|#Testing with XLSX","Users with Malicious Intent","Malicious use of sensitive data","Excessive User Permissions","Fake data to attract misuse (honeypot records)",TBD,TBD
